post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
LPD86Zp5L7,"I was quite disappointed during my last visit; the store was disorganized, and I couldn’t find many items I wanted.","quite disappointed last visit store disorganized, couldnt find many item wanted.",20,11,en,negative,-0.6801,neutral,-0.08333333333333333,negative,744
LPD86Zp5L7,"I had a very frustrating experience today! The staff was unhelpful, and I left without purchasing what I needed.","frustrating experience today! staff unhelpful, left without purchasing needed.",19,9,en,negative,-0.54,negative,-0.325,negative,745
LPD86Zp5L7,"This supermarket is okay for quick trips. It has the essentials, but it’s not my first choice for specialty items.","supermarket okay quick trips. essentials, first choice specialty items.",20,9,en,positive,0.1154,positive,0.3611111111111111,positive,746
LPD86Zp5L7,I love how fresh the bakery items are! The bread and pastries are delicious and always worth trying.,love fresh bakery item are! bread pastry delicious always worth trying.,18,11,en,positive,0.908,positive,0.54375,positive,747
LPD86Zp5L7,"I had a minor issue at checkout, but the staff handled it quickly and resolved it, which I appreciate.","minor issue checkout, staff handled quickly resolved it, appreciate.",19,9,en,positive,0.6808,positive,0.14166666666666666,positive,748
LPD86Zp5L7,"Just an average grocery store experience. It meets my needs, but there’s nothing particularly exciting about it.","average grocery store experience. meet needs, there nothing particularly exciting it.",17,11,en,negative,-0.5814,neutral,0.075,negative,749
eRmXYez8WX,"What a delightful supermarket experience! The quality of their fresh produce is always top-notch, and the staff is incredibly helpful.","delightful supermarket experience! quality fresh produce always topnotch, staff incredibly helpful.",20,11,en,positive,0.8585,positive,0.7999999999999999,positive,750
eRmXYez8WX,"While I enjoy the low prices, I often find that some of my favorite items are frequently sold out, which can be frustrating.","enjoy low prices, often find favorite item frequently sold out, frustrating.",23,11,en,positive,0.296,positive,0.12,positive,751
eRmXYez8WX,"It’s a decent grocery store; it meets my needs, but I’d love to see more organic options available.","decent grocery store meet needs, love see organic option available.",18,10,en,positive,0.7783,positive,0.3916666666666666,positive,752
eRmXYez8WX,"My shopping trip today was quite hectic. The aisles were crowded, making it hard to navigate with a cart.","shopping trip today quite hectic. aisle crowded, making hard navigate cart.",19,11,en,negative,-0.1027,negative,-0.2916666666666667,negative,753
eRmXYez8WX,"I was very disappointed during my last visit; the shelves were messy, and I couldn’t find several items on my list.","disappointed last visit shelf messy, couldnt find several item list.",21,10,en,negative,-0.7089,negative,-0.29375,negative,754
eRmXYez8WX,"Extremely unhappy with my experience! The staff seemed indifferent to helping customers, which made me feel unwelcome.","extremely unhappy experience! staff seemed indifferent helping customers, made feel unwelcome.",17,11,en,negative,-0.6893,negative,-0.75,negative,755
eRmXYez8WX,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,756
eRmXYez8WX,"I absolutely love this supermarket! The variety of organic produce is fantastic, and the staff is always friendly and attentive.","absolutely love supermarket! variety organic produce fantastic, staff always friendly attentive.",20,11,en,positive,0.9115,positive,0.44999999999999996,positive,757
eRmXYez8WX,"I faced a minor issue with my purchase, but the staff was quick to help resolve it, which I appreciated.","faced minor issue purchase, staff quick help resolve it, appreciated.",20,10,en,positive,0.9081,positive,0.16111111111111112,positive,758
eRmXYez8WX,"Just another standard supermarket experience. It serves its purpose, but there’s nothing outstanding about it.","another standard supermarket experience. serf purpose, there nothing outstanding it.",15,10,en,negative,-0.652,positive,0.25,negative,759
pt5hQrTlTC,I’m continually impressed by this supermarket! They always have fresh produce and a great selection of items that I love.,continually impressed supermarket! always fresh produce great selection item love.,20,10,en,positive,0.9324,positive,0.65,positive,760
pt5hQrTlTC,"While I appreciate their low prices, I’ve noticed that certain popular products are often out of stock, which can be a bit frustrating.","appreciate low prices, ive noticed certain popular product often stock, bit frustrating.",23,12,en,positive,0.3818,positive,0.10357142857142856,positive,761
pt5hQrTlTC,"It’s a standard grocery store. It meets my needs, but I would love to see more options for gluten-free products.","standard grocery store. meet needs, would love see option glutenfree products.",20,11,en,positive,0.7783,positive,0.3333333333333333,positive,762
pt5hQrTlTC,"My shopping trip today was frustrating. The checkout lines were long, which made the entire experience less enjoyable.","shopping trip today frustrating. checkout line long, made entire experience less enjoyable.",18,12,en,negative,-0.0754,neutral,-0.023333333333333338,negative,763
pt5hQrTlTC,"I was disappointed during my last visit; many items were out of stock, which was quite upsetting.","disappointed last visit many item stock, quite upsetting.",17,8,en,negative,-0.7574,neutral,-0.08333333333333333,negative,764
pt5hQrTlTC,"I had a terrible experience today! The staff seemed indifferent to my needs, and I left feeling frustrated.","terrible experience today! staff seemed indifferent needs, left feeling frustrated.",18,10,en,negative,-0.7959,negative,-0.5666666666666667,negative,765
pt5hQrTlTC,"This supermarket is just okay for quick trips. It has the essentials, but it doesn’t stand out for specialty items.","supermarket okay quick trips. essentials, doesnt stand specialty items.",20,9,en,positive,0.1154,positive,0.41666666666666663,positive,766
pt5hQrTlTC,"I really enjoy shopping here! The staff is friendly, and the quality of fresh produce is consistently high.","really enjoy shopping here! staff friendly, quality fresh produce consistently high.",18,11,en,positive,0.8513,positive,0.33375,positive,767
pt5hQrTlTC,"I encountered a small issue with a coupon at checkout, but the staff resolved it quickly, which I appreciated.","encountered small issue coupon checkout, staff resolved quickly, appreciated.",19,9,en,positive,0.7579,neutral,0.09444444444444444,positive,768
pt5hQrTlTC,Just an average grocery store experience. It meets my needs but lacks uniqueness.,average grocery store experience. meet need lack uniqueness.,13,8,en,neutral,0.0,negative,-0.15,negative,769
AgX3Zv3Ndh,"What an incredible supermarket! I’m always impressed by their selection of fresh fruits and vegetables, and the staff is very helpful.","incredible supermarket! always impressed selection fresh fruit vegetables, staff helpful.",21,10,en,positive,0.831,positive,0.625,positive,770
AgX3Zv3Ndh,"While I like this store, I often find that certain items are frequently out of stock, which can be a bit frustrating.","like store, often find certain item frequently stock, bit frustrating.",22,10,en,positive,0.1779,neutral,-0.02857142857142858,positive,771
AgX3Zv3Ndh,It’s a pretty average grocery store. It meets my basic needs but lacks the charm that I look for in shopping.,pretty average grocery store. meet basic need lack charm look shopping.,21,11,en,positive,0.6858,neutral,0.03333333333333333,positive,772
AgX3Zv3Ndh,"My shopping experience today was disappointing. The checkout lines were excessively long, which made me feel rushed.","shopping experience today disappointing. checkout line excessively long, made feel rushed.",17,11,en,negative,-0.4939,negative,-0.325,negative,773
AgX3Zv3Ndh,"I was let down with my last visit; many items were not available, which was quite disappointing.","let last visit many item available, quite disappointing.",17,8,en,negative,-0.5413,neutral,-0.09111111111111111,negative,774
AgX3Zv3Ndh,"I had a frustrating experience today! The staff were unhelpful, and I couldn’t find several items I wanted.","frustrating experience today! staff unhelpful, couldnt find several item wanted.",18,10,en,negative,-0.4926,negative,-0.25,negative,775
AgX3Zv3Ndh,This supermarket is okay for quick trips; it has the essentials but doesn’t offer much in terms of specialty items.,supermarket okay quick trip essential doesnt offer much term specialty items.,20,11,en,positive,0.1154,positive,0.3444444444444444,positive,776
AgX3Zv3Ndh,I love how fresh their bakery items are! The bread and pastries are delicious and worth trying.,love fresh bakery item are! bread pastry delicious worth trying.,17,10,en,positive,0.908,positive,0.54375,positive,777
AgX3Zv3Ndh,"I faced a minor issue at checkout, but the staff quickly resolved it, which was much appreciated.","faced minor issue checkout, staff quickly resolved it, much appreciated.",17,10,en,positive,0.7579,positive,0.16111111111111112,positive,778
